User Review Score,Date of Review,Name,Game Id,User Reviewer
4,2009-01-27 13:33:33,Tom Clancy's Rainbow Six: Vegas (Platinum Collection),3030-3550,insanejedi
3,2009-01-27 18:28:20,Star Wars: The Force Unleashed,3030-20626,spilledmilkfactory
5,2009-01-27 18:38:42,No More Heroes,3030-5581,spilledmilkfactory
5,2009-01-28 01:38:35,LittleBigPlanet,3030-20602,andsy
4,2009-01-28 01:40:53,Ghost Squad,3030-20519,andsy
5,2009-01-28 01:42:32,Crackdown,3030-4065,andsy
5,2009-01-28 05:57:47,Quantum of Solace ,3030-20726,sloth452
4,2009-01-28 15:35:38,LittleBigPlanet,3030-20602,canuckeh
4,2009-01-28 15:43:53,No More Heroes,3030-5581,tpa151
3,2009-01-28 18:15:54,Prince of Persia,3030-20961,donkey_kong
4,2009-01-28 18:50:48,Army of Two,3030-20479,ethan_odd
5,2009-01-29 01:06:52, World of Goo,3030-20647,domstercool
3,2009-01-29 05:13:55,Kameo: Elements of Power,3030-19228,kowbrainz
5,2009-01-29 05:16:15,Gears of War 2 (Limited Collector's Edition),3030-20662,kowbrainz
4,2009-01-29 05:18:10,The Maw,3030-23112,kowbrainz
1,2009-01-29 05:20:49, Big Brain Academy,3030-5454,kowbrainz
5,2009-01-29 05:23:36,Braid,3030-20716,kowbrainz
5,2009-01-29 09:21:59,Call of Duty: World at War,3030-20777,elsteven0
5,2009-01-29 12:30:37,DiRT,3030-3916,endach
3,2009-01-29 13:34:14,Far Cry 2,3030-20665,duke_lion
4,2009-01-29 17:34:44,Shaun White Snowboarding,3030-20954,triarobar
5,2009-01-29 18:42:41,Portal,3030-21170,triarobar
3,2009-01-29 21:28:51,Castlevania: Order of Ecclesia,3030-20627,majormitch
4,2009-01-29 23:29:04,Sonic Riders: Zero Gravity,3030-20582,raycarter
4,2009-01-30 02:57:59,Skate 2,3030-20661,elektrixx
5,2009-01-30 05:09:37,LittleBigPlanet,3030-20602,stanford
4,2009-01-30 07:56:42,Mirror's Edge,3030-21213,raptorm60
4,2009-01-30 20:12:33,Fallout 3,3030-20504,floorswine
3,2009-01-30 22:16:05,Far Cry 2,3030-20665,laszlokovacs
5,2009-01-31 00:54:43,Final Fantasy IX,3030-8825,micromachines
5,2009-01-31 03:17:47,Zelda no Densetsu: Toki no Ocarina,3030-12572,olracstatus
4,2009-01-31 04:45:13,Silent Hill 3,3030-10369,olracstatus
4,2009-01-31 04:46:44,Silent Hill 4: The Room,3030-6328,olracstatus
4,2009-01-31 04:52:13,Skate,3030-5228,olracstatus
5,2009-01-31 05:00:47,Mass Effect (Limited Collector's Edition),3030-16909,olracstatus
4,2009-01-31 05:04:07,Brothers in Arms: Hell's Highway,3030-20834,olracstatus
5,2009-01-31 15:15:41,Gears of War 2 (Limited Collector's Edition),3030-20662,olracstatus
5,2009-01-31 15:17:21,Fallout 3,3030-20504,olracstatus
5,2009-01-31 18:44:24, Mafia,3030-15879,gump
5,2009-01-31 18:48:52,Final Fantasy Tactics Advance (Ultimate Hits),3030-8721,zh666
1,2009-02-01 08:18:27,Interpol: The Trail of Dr. Chaos,3030-713,wesker
4,2009-02-01 08:23:32,Tetrisphere,3030-3049,tireyo
4,2009-02-01 08:41:06,"Tetris Party
",3030-23234,tireyo
5,2009-02-01 08:43:42,Left 4 Dead,3030-20690,templetrio
5,2009-02-01 08:46:49,Super Mario RPG: Legend of the Seven Stars,3030-7358,tireyo
5,2009-02-01 08:50:20,Super Paper Mario,3030-12739,tireyo
4,2009-02-01 08:56:36,F-Zero GX,3030-20448,tireyo
5,2009-02-01 08:59:30,Dead Space,3030-20800,templetrio
3,2009-02-01 09:05:26,Skate 2,3030-20661,epicsteve
5,2009-02-01 09:09:52,Super Smash Bros. Brawl,3030-20588,tireyo
4,2009-02-01 09:13:31,Mario Kart Wii,3030-20645,tireyo
2,2009-02-01 09:21:10,Wii Play,3030-9439,tireyo
5,2009-02-01 09:25:43,Dead Space,3030-20800,kaboomtownusa
4,2009-02-01 09:58:43,Mercury Meltdown,3030-1710,tireyo
5,2009-02-01 09:59:43,World of Goo,3030-20647,brunomen
2,2009-02-01 10:06:00,The Lord of the Rings: Conquest,3030-20965,mrnivek
5,2009-02-01 10:33:41,FIFA Soccer 09,3030-21030,buzz_killington
4,2009-02-01 11:34:04,Total Overdose,3030-4241,buzz_killington
3,2009-02-01 14:19:14,Silent Hill: Homecoming,3030-20636,elsteven0
4,2009-02-01 14:33:24,Wii Sports,3030-13328,tireyo
4,2009-02-01 15:15:17,Sonic Rush,3030-9479,tireyo
3,2009-02-01 15:19:51,Rayman Raving Rabbids,3030-21617,tireyo
3,2009-02-01 15:22:21,Rayman Raving Rabbids 2,3030-20568,tireyo
4,2009-02-01 15:46:08,Mario Kart DS,3030-6539,tireyo
4,2009-02-01 17:07:56,Blue Dragon,3030-7447,blueprint12
5,2009-02-01 17:14:25,Final Fantasy VII,3030-13053,blueprint12
4,2009-02-01 17:20:56,Guitar Hero III: Legends of Rock (Bundle),3030-4031,blueprint12
5,2009-02-01 17:23:05,Sonic the Hedgehog 2,3030-1662,blueprint12
5,2009-02-01 17:25:38,Mario Kart 64,3030-10084,blueprint12
4,2009-02-01 17:27:45,Super Smash Bros. Brawl,3030-20588,blueprint12
4,2009-02-01 17:50:01,Gears of War 2 (Limited Collector's Edition),3030-20662,blueprint12
5,2009-02-01 23:08:53,Dead Space,3030-20800,finalkross
5,2009-02-02 00:14:43,Metal Gear Solid 3: Snake Eater,3030-18082,fuzzysquash
1,2009-02-02 07:32:52,Afro Samurai,3030-20922,epicsteve
5,2009-02-02 08:11:35,Star Ocean: The Second Story,3030-620,akubar45
3,2009-02-02 08:43:50,Afro Samurai,3030-20922,mrnivek
5,2009-02-02 09:28:56,Zelda no Densetsu: Toki no Ocarina,3030-12572,tireyo
4,2009-02-02 11:49:11,Tom Clancy's Splinter Cell: Chaos Theory,3030-12354,blamski
2,2009-02-02 13:53:35,Sonic Chaos,3030-9649,tireyo
3,2009-02-02 15:32:15,LittleBigPlanet,3030-20602,hatecrewrulz123
4,2009-02-02 18:29:02,Patapon,3030-14147,tomservo
4,2009-02-03 02:40:22,Skate 2,3030-20661,josephbarron
5,2009-02-03 07:39:14,Donkey Kong Country,3030-15738,funkykonghongyo
4,2009-02-03 07:52:29,Super Mario Bros.,3030-15544,funkykonghongyo
4,2009-02-03 09:24:07,Super Mario Bros.,3030-15544,tireyo
4,2009-02-03 09:25:15,Super Mario Bros.,3030-15544,tireyo
5,2009-02-03 12:05:00,God of War,3030-6959,fuzzysquash
5,2009-02-03 12:09:32,Final Fantasy VII,3030-13053,fuzzysquash
5,2009-02-03 12:28:43,Resident Evil 4,3030-1578,fuzzysquash
4,2009-02-03 12:35:38,Fable: The Lost Chapters,3030-2092,fuzzysquash
5,2009-02-03 12:38:53,Metaru Gia Soriddo,3030-16140,fuzzysquash
4,2009-02-03 12:40:20,Grand Theft Auto: Liberty City Stories,3030-6731,fuzzysquash
4,2009-02-03 12:44:46,Jade Empire,3030-8580,fuzzysquash
5,2009-02-03 15:55:29,Resistance 2,3030-20699,helmetz
5,2009-02-03 16:04:32,Super Mario Bros. 3,3030-10299,tireyo
5,2009-02-03 16:27:28,Final Fantasy XII,3030-11497,fuzzysquash
4,2009-02-03 17:34:25,Lost Odyssey,3030-2719,zh666
5,2009-02-03 17:36:51,Super Mario World,3030-1334,tireyo
5,2009-02-03 20:49:24,World of Warcraft: Wrath of the Lich King,3030-20701,roguea
4,2009-02-03 21:44:46,Contra III: The Alien Wars,3030-3016,funkykonghongyo
5,2009-02-03 22:04:57,Mega Man X,3030-9463,funkykonghongyo
5,2009-02-03 22:20:55,Teenage Mutant Ninja Turtles IV: Turtles in Time,3030-18034,funkykonghongyo
5,2009-02-04 05:31:20,Metaru Gia Soriddo,3030-16140,regularassmilk
5,2009-02-04 05:46:29,Metal Gear Solid 3: Snake Eater,3030-18082,regularassmilk
4,2009-02-04 20:56:05,Crash Commando,3030-22951,regularassmilk
2,2009-02-05 01:27:14,Legendary,3030-20532,ping5000
5,2009-02-05 01:41:21,Grand Theft Auto IV,3030-20457,thedocter
5,2009-02-05 03:05:41,God of War II,3030-11314,fuzzysquash
5,2009-02-05 03:07:59,Gears of War (Limited Collector's Edition),3030-12231,fuzzysquash
4,2009-02-05 03:09:36,The Godfather: The Game,3030-13540,fuzzysquash
5,2009-02-05 03:11:25,Ninja Gaiden,3030-21876,fuzzysquash
5,2009-02-05 03:12:58,Chrono Trigger,3030-9249,fuzzysquash
4,2009-02-05 03:14:45,"Elder Scrolls IV: Oblivion (Collector's Edition), The",3030-20238,fuzzysquash
4,2009-02-05 03:16:01,Heavenly Sword,3030-7876,fuzzysquash
5,2009-02-05 03:16:57,Halo: Combat Evolved,3030-2600,fuzzysquash
4,2009-02-05 03:19:20,Uncharted: Drake's Fortune,3030-13992,fuzzysquash
4,2009-02-05 03:22:03,MotorStorm,3030-24793,fuzzysquash
4,2009-02-05 03:23:36,Army of Two,3030-20479,fuzzysquash
5,2009-02-05 03:25:52,Grand Theft Auto IV,3030-20457,fuzzysquash
5,2009-02-05 03:27:32,Halo 3 (Legendary Edition),3030-9993,fuzzysquash
4,2009-02-05 03:28:52,Assassin's Creed (Limited Edition),3030-2950,fuzzysquash
4,2009-02-05 03:30:33,Star Wars: The Force Unleashed,3030-20626,fuzzysquash
5,2009-02-05 03:31:33,Left 4 Dead,3030-20690,fuzzysquash
3,2009-02-05 03:33:02,Too Human,3030-20499,fuzzysquash
5,2009-02-05 03:34:03,Dead Space,3030-20800,fuzzysquash
5,2009-02-05 03:35:04,Civilization Revolution,3030-20580,fuzzysquash
4,2009-02-05 03:36:36,Kameo: Elements of Power,3030-19228,fuzzysquash
4,2009-02-05 03:37:39,Crackdown,3030-4065,fuzzysquash
4,2009-02-05 09:09:04,Disgaea 3: Absence of Justice,3030-20939,sparky_buzzsaw
5,2009-02-05 13:17:47,Mirror's Edge,3030-21213,xableassassinx
0,2009-02-05 13:22:53,LittleBigPlanet,3030-20602,xableassassinx
4,2009-02-05 19:18:08,Far Cry 2,3030-20665,rodent
3,2009-02-05 20:36:52,Quantum of Solace ,3030-20726,mrnivek
4,2009-02-06 06:43:13,Fable II,3030-20514,wess
4,2009-02-06 12:28:32,Fable II,3030-20514,tylea002
2,2009-02-06 12:51:08,Penny Arcade: On the Rain-Slick Precipice of Darkness - Episode One,3030-20696,majormitch
5,2009-02-06 13:10:37,Skate 2,3030-20661,burjeffton--defunct
3,2009-02-06 14:05:10,Prince of Persia,3030-20961,chamberlain
4,2009-02-06 14:09:16,Tomb Raider: Underworld,3030-20694,chamberlain
4,2009-02-06 14:11:22,Far Cry 2,3030-20665,chamberlain
4,2009-02-06 14:12:36,Valkyria Chronicles,3030-20971,chamberlain
1,2009-02-06 14:13:44,LittleBigPlanet,3030-20602,chamberlain
0,2009-02-06 14:15:35,Silent Hill: Homecoming,3030-20636,chamberlain
5,2009-02-06 15:09:07,Fallout 3,3030-20504,tofford
5,2009-02-06 16:23:46,Burnout Paradise,3030-5648,proto
4,2009-02-06 16:35:05,Shadowrun,3030-593,proto
4,2009-02-06 21:01:14,Valkyria Chronicles,3030-20971,canuckeh
5,2009-02-07 06:55:04,BioShock (Limited Edition),3030-17280,firefly_tw
3,2009-02-07 14:27:11,The Last Remnant,3030-21095,mrnivek
5,2009-02-07 22:30:45,Fallout 3,3030-20504,mb83
4,2009-02-08 09:43:22,Call of Duty: World at War,3030-20777,feraligat3r
4,2009-02-08 10:35:57,Bully,3030-5092,dudacles
4,2009-02-08 11:05:35,de Blob,3030-20646,arkthemaniac
4,2009-02-08 12:55:13,Crash Commando,3030-22951,sperine
5,2009-02-08 13:01:44,Tropico,3030-12757,frankcanada97
5,2009-02-08 13:21:54,Broken Sword: The Shadow of the Templars,3030-17544,supermooseman
5,2009-02-08 19:05:55,The Warriors,3030-16206,stephen_von_cloud
3,2009-02-08 19:27:00,Dragon Quest Swords: Kamen no Jou to Kagami no Tou,3030-21556,zh666
5,2009-02-09 15:09:24,Rock Band 2,3030-20714,sperine
4,2009-02-09 16:17:52,Fallout 3,3030-20504,computerplayer1
5,2009-02-09 20:10:50,Persona 4,3030-21373,valentino
5,2009-02-10 01:49:04,Professor Layton and the Curious Village,3030-11865,kowbrainz
4,2009-02-10 03:20:41,Saints Row 2,3030-20679,matiss
3,2009-02-10 03:27:54,Far Cry 2,3030-20665,matiss
3,2009-02-10 03:36:43,Need for Speed: Undercover,3030-20741,matiss
4,2009-02-10 03:44:48,Left 4 Dead,3030-20690,matiss
4,2009-02-10 09:52:14,Wii de Asobu: Pikmin,3030-2405,linkyshinks
3,2009-02-10 10:30:55,R-Type Dimensions,3030-22998,chamberlain
5,2009-02-10 18:25:00,Dementium: The Ward,3030-9170,psykhophear
4,2009-02-10 20:18:57,Silent Hill: Homecoming,3030-20636,olracstatus
4,2009-02-10 21:30:10,Resistance 2,3030-20699,canuckeh
5,2009-02-10 21:39:07,Left 4 Dead,3030-20690,canadiantoastzombie
4,2009-02-10 21:41:44,Skate 2,3030-20661,gunitver1
5,2009-02-11 10:02:27,LittleBigPlanet,3030-20602,adrenaline
5,2009-02-11 14:37:40,"Elder Scrolls IV: Oblivion (Collector's Edition), The",3030-20238,crazeekamikazee
3,2009-02-11 16:00:57,Afro Samurai,3030-20922,thegamergeek
4,2009-02-11 16:16:12,Skate 2,3030-20661,dimsey
5,2009-02-12 00:57:34,Metal Gear Solid 4: Guns of the Patriots (Limited Edition),3030-20669,cann3dheat
5,2009-02-12 01:24:32,Broken Sword: The Shadow of the Templars,3030-17544,insanegamer
4,2009-02-12 05:41:53,Big Bang Mini,3030-24378,waiw
4,2009-02-12 08:39:15,New Super Mario Bros.,3030-8224,canuckeh
5,2009-02-12 10:47:44,flower,3030-21120,elemmire
3,2009-02-12 18:16:51,Aqua Forest ,3030-21664,aaron_g
5,2009-02-12 20:36:47,flower,3030-21120,ethereal
5,2009-02-13 03:35:20,Fallout 3,3030-20504,natetodamax
5,2009-02-13 04:25:57,Assassin's Creed (Limited Edition),3030-2950,commando2209
5,2009-02-13 08:23:52,flower,3030-21120,machofantastico
3,2009-02-13 11:51:07,Viking: Battle for Asgard,3030-20621,zh666
5,2009-02-13 14:35:09,Dead Space,3030-20800,icemael
5,2009-02-13 15:58:28,Castlevania: The Dracula X Chronicles,3030-16851,icemael
5,2009-02-13 20:50:51,flower,3030-21120,zymase
1,2009-02-13 21:33:24,Left 4 Dead,3030-20690,razor
4,2009-02-13 21:46:13,Sonic's Ultimate Genesis Collection,3030-24218,canuckeh
3,2009-02-14 06:28:45,Code Lyoko,3030-13447,raycarter
3,2009-02-14 06:47:08,Tom Clancy's Splinter Cell: Double Agent,3030-457,sunking
4,2009-02-14 06:58:55,God of War: Chains of Olympus,3030-20592,sunking
5,2009-02-14 07:30:48,Every Extend Extra,3030-8887,sunking
1,2009-02-14 14:34:17,Onechanbara: Bikini Samurai Squad,3030-22999,mrnivek
3,2009-02-14 18:19:17,Army of Two,3030-20479,geekbot
2,2009-02-14 18:21:04,Dark Sector,3030-20497,geekbot
4,2009-02-14 18:26:16,Fable II,3030-20514,geekbot
4,2009-02-14 18:27:58,Saints Row 2,3030-20679,geekbot
3,2009-02-14 18:29:19,Bionic Commando Rearmed,3030-20483,geekbot
5,2009-02-14 18:30:49,Braid,3030-20716,geekbot
4,2009-02-14 18:45:18,Topple,3030-24872,baag
5,2009-02-14 20:10:16,flower,3030-21120,lik
5,2009-02-14 21:34:59,flower,3030-21120,vibratingdonkey
5,2009-02-15 01:23:49,F.E.A.R. 2: Project Origin,3030-20663,electricfuzz9
2,2009-02-15 04:06:22,Pokémon Battle Revolution,3030-19141,kowbrainz
5,2009-02-15 04:55:59,flower,3030-21120,bloodeffect
5,2009-02-15 08:59:55,The Legend of Zelda: Oracle of Seasons,3030-5895,gaming
4,2009-02-15 09:59:38,Lumines Supernova,3030-23694,spilledmilkfactory
5,2009-02-15 10:05:55,flower,3030-21120,adrenaline
3,2009-02-15 10:51:25,Far Cry 2,3030-20665,lorddessan
4,2009-02-15 10:52:33,Turok,3030-11051,lorddessan
3,2009-02-15 10:53:57,Assassin's Creed: Director's Cut Edition,3030-2950,lorddessan
5,2009-02-15 10:54:56,Crysis (Collector's Edition),3030-11757,lorddessan
3,2009-02-15 10:56:03,Painkiller: Overdose,3030-13600,lorddessan
5,2009-02-15 12:32:06,flower,3030-21120,gunitver1
5,2009-02-15 13:48:12,Banjo-Kazooie: Nuts & Bolts,3030-20586,mellenman
5,2009-02-15 15:12:24,Game Center CX: Arino no Chousenjou,3030-21465,jesse_dylan
4,2009-02-15 23:42:02,F.E.A.R. 2: Project Origin,3030-20663,thesixthhorseman
5,2009-02-16 04:18:19,Prince of Persia,3030-20961,dimsey
5,2009-02-16 04:23:43,MotorStorm: Pacific Rift,3030-20451,madeley
4,2009-02-16 07:30:57,More Brain Training from Dr. Kawashima: How Old Is Your Brain?,3030-14816,gmanall
4,2009-02-16 07:42:21,Prince of Persia,3030-20961,video_game_king
3,2009-02-16 08:24:29,Robert Ludlum's The Bourne Conspiracy,3030-20488,matiss
4,2009-02-16 09:06:08,F.E.A.R. 2: Project Origin,3030-20663,hatecrewrulz123
5,2009-02-16 11:24:08,Battlefield: Bad Company,3030-20655,dudacles
5,2009-02-16 12:59:51,flower,3030-21120,saucysala
5,2009-02-16 13:40:19,Gears of War (Limited Collector's Edition),3030-12231,whitemoose95
5,2009-02-16 14:19:20,flower,3030-21120,spilledmilkfactory
5,2009-02-16 15:34:04,Zelda no Densetsu: Mugen no Sunadokei,3030-3666,greatonefreak
4,2009-02-16 15:36:39,Castle Crashers,3030-20733,greatonefreak
1,2009-02-16 15:41:45,Fable II,3030-20514,ophliahuntress
4,2009-02-16 15:50:34,Fallout 3,3030-20504,sgthalka
3,2009-02-16 16:24:56,F.E.A.R. 2: Project Origin,3030-20663,cerza
5,2009-02-16 17:23:02,Tsumi to Batsu: Hoshi no Keishōsha,3030-7393,arclightborealis
5,2009-02-16 21:41:02,Assassin's Creed (Limited Edition),3030-2950,chamin1
5,2009-02-17 06:28:54,The House of the Dead: Overkill,3030-23425,zombie_killer_nikki
5,2009-02-17 06:39:10,Dead Space,3030-20800,wess
5,2009-02-17 10:31:58,Skate 2,3030-20661,dannyodwyer
4,2009-02-17 14:15:46,The House of the Dead: Overkill,3030-23425,scheds
3,2009-02-17 14:38:00,The Maw,3030-23112,majormitch
3,2009-02-17 15:09:02,F.E.A.R. 2: Project Origin,3030-20663,epicsteve
5,2009-02-17 16:44:37,flower,3030-21120,thesixthhorseman
5,2009-02-17 18:26:27,Big Bang Mini,3030-24378,nikobellic
4,2009-02-17 23:25:36,Sonic's Ultimate Genesis Collection,3030-24218,sperine
3,2009-02-18 01:17:30,World of Warcraft: Wrath of the Lich King,3030-20701,doomsinger
0,2009-02-18 02:08:30,Onechanbara: Bikini Samurai Squad,3030-22999,consolecowboy
4,2009-02-18 04:16:21,Resistance 2,3030-20699,josephbarron
0,2009-02-18 10:20:06,F.E.A.R. 2: Project Origin,3030-20663,gen_warbuff
5,2009-02-18 15:31:57,Grim Fandango,3030-13230,psykhophear
4,2009-02-18 17:21:50,Skate 2,3030-20661,olracstatus
4,2009-02-18 17:21:58,Korg DS-10,3030-21427,sunjammer
5,2009-02-18 17:31:09,Super Mario Galaxy,3030-16094,reddragon19k
5,2009-02-18 18:26:55,Super Star Wars,3030-14450,buzz_killington
4,2009-02-19 10:25:29,flower,3030-21120,turboman
4,2009-02-19 11:23:56,Sonic's Ultimate Genesis Collection,3030-24218,jaycrockett
5,2009-02-19 11:45:20,BioShock (Limited Edition),3030-17280,matiss
5,2009-02-19 11:55:40,Grand Theft Auto IV,3030-20457,matiss
4,2009-02-19 12:06:19,Braid,3030-20716,matiss
5,2009-02-19 22:40:47,"Warhammer 40,000: Dawn of War II",3030-21175,grim_fandango
4,2009-02-19 22:48:14,"Warhammer 40,000: Dawn of War II",3030-21175,ryunen
4,2009-02-20 01:33:52,Valkyria Chronicles,3030-20971,johnnybarnstorm
4,2009-02-20 06:44:20,Vampire: The Masquerade - Bloodlines,3030-16426,cwaff
5,2009-02-20 09:48:19,"Orange Box, The",3030-17729,jaycrockett
3,2009-02-20 11:41:26,Star Wars: The Force Unleashed,3030-20626,admiralcarin
5,2009-02-20 12:05:32,Superman Returns,3030-11057,svillar13
5,2009-02-20 15:30:25,Burnout Paradise,3030-5648,jaycrockett
2,2009-02-20 21:24:31,Marvel Ultimate Alliance (Special Edition),3030-7527,chamin1
5,2009-02-21 00:10:28,Noby Noby Boy,3030-23579,coffeesash
3,2009-02-21 01:49:24,Zenses: Rainforest ,3030-21158,drrandle
4,2009-02-21 11:41:19,Guitar Hero World Tour,3030-20673,rangor
4,2009-02-21 12:54:56,F.E.A.R. 2: Project Origin,3030-20663,scheds
5,2009-02-21 13:00:51,Noby Noby Boy,3030-23579,scheds
4,2009-02-21 13:44:10,Noby Noby Boy,3030-23579,spilledmilkfactory
3,2009-02-21 23:19:05,Spider-Man: Web of Shadows,3030-20762,ryand
4,2009-02-22 00:04:57,Game Center CX: Arino no Chousenjou,3030-21465,oldmanlollipop
4,2009-02-22 00:39:43,Fallout 3,3030-20504,thegamergeek
5,2009-02-22 02:18:04,Fahrenheit,3030-2494,insanegamer
4,2009-02-22 05:12:32,Secret Of Evermore,3030-8723,dark
4,2009-02-22 08:02:33,Sonic's Ultimate Genesis Collection,3030-24218,brownbear
4,2009-02-22 09:43:46,Broken Sword II: The Smoking Mirror,3030-4084,supermooseman
3,2009-02-22 13:49:52,F.E.A.R. 2: Project Origin,3030-20663,mrnivek
1,2009-02-22 14:38:00,Onechanbara: Bikini Samurai Squad,3030-22999,epicsteve
4,2009-02-22 17:16:08,F.E.A.R. 2: Project Origin,3030-20663,centurioncajun
5,2009-02-22 21:51:49,"Warhammer 40,000: Dawn of War II",3030-21175,teirdome
4,2009-02-23 01:28:21,Super Smash Bros. Brawl,3030-20588,kowbrainz
5,2009-02-23 09:09:03,Metal Gear Solid 4: Guns of the Patriots (Limited Edition),3030-20669,gameanime818
5,1999-04-10 15:25:32,Rayman 2: The Great Escape,3030-609,ryan
5,2009-02-23 16:18:53,"Orange Box, The",3030-17729,crysis2142
5,2009-02-23 16:22:50,Call of Duty 4: Modern Warfare,3030-2133,crysis2142
4,2009-02-23 16:24:57,Call of Duty: World at War,3030-20777,crysis2142
4,2009-02-23 16:29:20,Grand Theft Auto IV,3030-20457,crysis2142
5,2009-02-23 16:38:20,Battlefield 2 (Deluxe Edition),3030-16866,crysis2142
5,2009-02-23 16:41:04,Fallout 3,3030-20504,jaycrockett
2,2009-02-24 08:05:57,Infinite Undiscovery,3030-20818,zh666
3,2009-02-24 08:26:48,Mercenaries 2: World in Flames,3030-20697,jihadjoe
3,2009-02-24 09:54:34,Arcana Heart,3030-20477,canuckeh
5,2009-02-24 10:22:48,Shin Megami Tensei: Persona 3 FES,3030-20683,adrenaline
2,2009-02-25 13:51:34,50 Cent: Blood on the Sand,3030-20454,epicsteve
4,2009-02-25 13:58:49,Mega Man 9,3030-20975,luchadeerfear
4,2009-02-25 15:51:34,The House of the Dead: Overkill,3030-23425,msg
4,2009-02-25 19:26:12,Tiger Woods PGA Tour 09,3030-20832,dimsey
3,2009-02-26 03:14:01,Infinite Undiscovery,3030-20818,falcoski
4,2009-02-26 05:40:36,flower,3030-21120,markmarini
3,2009-02-26 06:03:46,Puzzle Quest: Galactrix,3030-20567,viper5030
5,2009-02-26 06:07:16,New Super Mario Bros.,3030-8224,destruktive
5,2009-02-26 08:09:22,Left 4 Dead,3030-20690,mrmatey72
5,2009-02-26 08:28:44,BioShock (Limited Edition),3030-17280,ddman009
4,2009-02-26 08:32:15,Turok,3030-11051,ddman009
5,2009-02-26 08:41:20,Excite Truck,3030-13645,jensonb
5,2009-02-26 09:27:30,Gears of War 2 (Limited Collector's Edition),3030-20662,devilishsix
4,2009-02-26 12:31:46,Fallout 3,3030-20504,dudacles
4,2009-02-26 12:33:21,The World Ends With You,3030-20677,luke
0,2009-02-26 12:58:46,Guitar Hero World Tour,3030-20673,crazedjoker
4,2009-02-26 13:37:59,Castlevania: Dawn Of Sorrow,3030-11321,luke
4,2009-02-26 14:46:44,Assassin's Creed (Limited Edition),3030-2950,cmpltnoob
4,2009-02-26 15:06:58,Strong Bad's Cool Game for Attractive People: Episode 1 - Homestar Ruiner!,3030-20587,jjweatherman
5,2009-02-26 15:12:04,BioShock (Limited Edition),3030-17280,swedishskinjer
5,2009-02-26 15:17:46,Left 4 Dead,3030-20690,krakn3dfx
4,2009-02-26 20:30:00,Killzone 2,3030-20601,freki
5,2009-02-26 22:40:50,Geometry Wars: Retro Evolved 2,3030-21167,ziriux
0,2009-02-26 22:46:24,Boom Boom Rocket,3030-1826,ziriux
3,2009-02-26 22:51:28,Ultimate Mortal Kombat 3,3030-2178,ziriux
4,2009-02-26 22:54:49,Frogger,3030-11903,ziriux
5,2009-02-27 00:08:17,Mortal Kombat vs. DC Universe,3030-20449,sunaliba
5,2009-02-27 01:47:57,The Magical Quest Starring Mickey Mouse,3030-1922,grossblood
5,2009-02-27 02:22:51,Killzone 2,3030-20601,blackshadedark
5,2009-02-27 02:24:10,Street Fighter II,3030-243,grossblood
3,2009-02-27 02:58:02,The Maw,3030-23112,oneyearlater
4,2009-02-27 03:23:39,Dead Space,3030-20800,grossblood
5,2009-02-27 04:27:19,Killzone 2,3030-20601,iamcool388
5,2009-02-27 06:14:00,Mortal Kombat vs. DC Universe,3030-20449,tekkenforce
1,2009-02-27 06:37:51,Dead Rising: Zombie no Ikenie,3030-21336,scheds
5,2009-02-27 09:57:55,Killzone 2,3030-20601,kornkaos
0,2009-02-27 10:30:56,F.E.A.R. 2: Project Origin,3030-20663,causticspit
5,2009-02-27 17:34:38,Grand Theft Auto IV,3030-20457,coolarman
5,2009-02-27 23:51:50,Killzone 2,3030-20601,philosoma
5,2009-02-28 05:27:02,flower,3030-21120,dovey
5,2009-02-28 06:02:43,Persona 4,3030-21373,domstercool
5,2009-02-28 06:18:02,Super Smash Bros. Brawl,3030-20588,dudeguydude
4,2009-02-28 06:54:52,50 Cent: Blood on the Sand,3030-20454,hendersonman
5,2009-02-28 07:07:31,Shinobi III: Return of the Ninja Master,3030-16074,death_burnout
3,2009-02-28 10:07:06,Mortal Kombat vs. DC Universe,3030-20449,imperiousrix
5,2009-02-28 10:10:08,"Pirates, Vikings and Knights II (Steam)",3030-25453,lordtrilobite
4,2009-02-28 13:20:39,Killzone 2,3030-20601,tomray74
1,2009-02-28 13:23:38,Hellboy: The Science of Evil ,3030-20633,emptyquarter
3,2009-02-28 16:40:15,The Godfather: The Game,3030-13540,mrnivek
4,2009-02-28 16:45:24,Killzone 2,3030-20601,justariuss
5,2009-02-28 23:01:01,Fire Emblem: Seisen no Keifu,3030-18005,neon941
5,2009-02-28 23:08:41,Call of Duty 4: Modern Warfare,3030-2133,neon941
5,2009-02-28 23:27:13,Resident Evil 4,3030-1578,neon941
4,2009-03-01 04:27:04,Halo Wars,3030-20521,felisleo1980
5,2009-03-01 04:53:39,Dink Smallwood,3030-17340,lawlzmcfadden
3,2009-03-01 05:01:05,Carcassonne,3030-17086,abstract
5,2009-03-01 05:51:07,Braid,3030-20716,tofford
4,2009-03-01 09:23:00,The House of the Dead: Overkill,3030-23425,hailinel
4,2009-03-01 09:34:55,Gears of War 2 (Limited Collector's Edition),3030-20662,burjeffton--defunct
3,2009-03-01 09:43:57,3 on 3 NHL Arcade,3030-24738,burjeffton--defunct
4,2009-03-01 10:05:45,Killzone 2,3030-20601,thehbk
2,2009-03-01 10:33:06,Rhapsody: A Musical Adventure,3030-831,hailinel
